question,image_id,question_id
Is the person in the picture hugging,815,1629
Is the person in the picture very ordinar,815,1630
Is the person in the picture on the lawn,816,1631
Is the person in the picture with their hands folded together,816,1632
Is the person in the picture during the day,817,1633
Is the person in the picture dancing,817,1634
Is rowing in the picture,818,1635
Is it indoors in the picture,818,1636
Is it in the river in the picture,819,1637
Is rowing in the picture,819,1638
Is the person in the picture eating,820,1639
Is the person in the picture a good person,820,1640
Is the person in the picture in the restaurant,821,1641
Is the person in the picture eating,821,1642
Is the person in the picture exercising,822,1643
Are the people's feet on the ground in the picture,822,1644
Is the person in the picture sad,823,1645
Isn't the person in the picture on the lawn,823,1646
Is the person in the picture sighing,824,1647
Isn't that the announcer in the picture,824,1648
Is the person in the picture on the pillow,825,1649
Is the person in the picture sad,825,1650
Is the person in the picture praying,826,1651
Is the person in the picture during the day,826,1652
Is the person in the picture kneeling on the ground,827,1653
Is the person in the picture blaming themselves,827,1654
Is the person in the picture in the restaurant,828,1655
Is the person in the picture drinking water,828,1656
Is the person in the picture writing,829,1657
Is the person in the picture speaking,829,1658
Is the person in the picture in the yard,830,1659
Is the person in the picture having a picnic,830,1660
Is the person in the picture in the recording studio,831,1661
Does the person in the picture have a beard,831,1662
Is the person in the picture in the forest,832,1663
Isn't the person in the picture carrying a shoulder bag,832,1664
Is the person in the picture in the church,833,1665
Are people holding hands in the picture,833,1666
Is the person in the picture holding a wallet,834,1667
Is the person in the picture a pickpocket,834,1668
Is the person in the picture in the surveillance room,835,1669
Is the person in the picture working hard,835,1670
Is the person in the picture in the classroom,836,1671
Is the person in the picture giving a lecture,836,1672
Is the person in the picture a muscular man,837,1673
Is the person in the picture wearing clothes,837,1674
Is the person in the picture wearing glasses,838,1675
Is the person in the picture sleeping,838,1676
Is the person in the picture pruning plants,839,1677
Is the person in the picture watering,839,1678
Is there a thief in the picture,840,1679
Isn't anyone wearing pajamas in the picture,840,1680
Is there a police car in the picture,841,1681
Is there a police officer in the picture,841,1682
Is the person in the picture in the study,842,1683
Is the person in the picture on the ground,842,1684
Is the person in the picture buying something,843,1685
Is the person in the picture stealing something,843,1686
Is the person in the picture surprised,844,1687
Is the person in the picture eating,844,1688
Is the person in the picture wearing a jacket,845,1689
Isn't the person in the picture wearing a hat,845,1690
Is the person in the picture outside the door,846,1691
Are the people in the picture very happy,846,1692
Is there a car in the picture,847,1693
Is the person in the picture a bad person,847,1694
Is there anyone in the picture being interviewed,848,1695
Is the person in the picture a real person,848,1696
Is there anyone in the basement in the picture,849,1697
Is anyone in the picture happy,849,1698
Is there anyone in class in the picture,850,1699
Is there anyone whispering in the picture,850,1700
Is there anyone in the picture holding their arms in both hands,851,1701
Is anyone in the picture happy,851,1702
Is there anyone in the park in the picture,852,1703
Is there anyone in the picture without gloves,852,1704
Is there a poster in the picture,853,1705
Are there many people in the picture,853,1706
Is the person in the picture a gentleman,854,1707
Is the person in the picture very tall,854,1708
Is there a cow in the picture,855,1709
Do the cows in the picture have no keepers,855,1710
Is the person in the picture on the ground,856,1711
Is the person in the picture dead,856,1712
Is the person in the picture playing baseball,857,1713
Didn't the person in the picture wear gloves,857,1714
Is the person in the picture hanging in the air,858,1715
Is the person in the picture Superman,858,1716
Is there a bicycle in the picture,859,1717
Is there anyone in the picture,859,1718
Is the person in the picture wearing a necklace,860,1719
Are people riding bicycles in the picture,860,1720
Is there anyone in the picture,861,1721
Is the person in the picture inside the wall,861,1722
Is the person in the picture crying on the ground,862,1723
Is the person standing in the picture,862,1724
Is the person in the picture a homeless person,863,1725
Isn't the person in the picture carrying garbage,863,1726
Is the person in the picture holding a stick,864,1727
Is the person in the picture tug of war,864,1728
Are the people in the picture communicating,865,1729
Is the person in the picture apologizing,865,1730
Is the person in the picture naked,866,1731
Are the people in the picture unhappy,866,1732
Is the person in the picture holding the box,867,1733
Is the person in the picture angry,867,1734
Is there a meeting in the picture,868,1735
Is there a meeting in the picture,868,1736
Is the person in the picture on the red carpet,869,1737
Is the person in the picture in the room,869,1738
Is the person in the picture playing with a music box,870,1739
Is the person in the picture working,870,1740
Does the person in the picture have a belt,871,1741
Is the person in the picture angry,871,1742
Did the person in the picture fall to the ground,872,1743
Is the person in the picture touching porcelain,872,1744
Are the people in the picture enjoying it,873,1745
Is the person in the picture indoors,873,1746
Is the person in the picture on the chair,874,1747
Is the person in the picture eating,874,1748
Is the person in the picture meeting with their boss,875,1749
Is the person in the picture sleeping,875,1750
Is the person in the picture on the TV,876,1751
Isn't the person in the picture being interviewed,876,1752
Is the person in the picture wearing headphones,877,1753
Is the person in the picture under the tree,877,1754
Is the person in the picture threatening,878,1755
Are the people in the picture very happy,878,1756
Is the person in the picture discussing,879,1757
Is the person in the picture outdoors,879,1758
Is the person in the picture wearing a cardboard box,880,1759
Is the person in the picture a robot,880,1760
Is the person in the picture in class,881,1761
Is the person in the picture insulting others,881,1762
Is the person in the picture in the cave,882,1763
Are the people in the picture communicating,882,1764
Are there many people in the picture,883,1765
Isn't there a bag in the picture,883,1766
Is the person in the picture moving things,884,1767
Isn't there a bicycle in the picture,884,1768
Is the person in the picture queuing,885,1769
Is the person in the picture scheming for evil,885,1770
Is the person in the picture talking to themselves,886,1771
Is the person in the picture angry,886,1772
Is the person in the picture in the park,887,1773
Is the person in the picture on the swing,887,1774
Is the person in the picture in the kitchen,888,1775
Is the person in the picture cooking,888,1776
Is the person in the picture looking in the mirror,889,1777
Is the person in the picture looking in the mirror,889,1778
Is the person in the picture playing with a slingshot,890,1779
Is the person in the picture climbing a tree,890,1780
Is there a stroller in the bedroom in the picture,891,1781
Is there no one in the bedroom in the picture,891,1782
Is the person in the picture on the bedroom bed,892,1783
Isn't there a mirror in the bedroom in the picture,892,1784
Is the person in the picture fighting,893,1785
Are the people in the picture very happy,893,1786
Is the background of the person in the picture green,894,1787
Is the person in the picture a child,894,1788
Is the person in the picture apologizing,895,1789
Is the person in the picture refusing,895,1790
Do you have subtitles in the picture,896,1791
Is the person in the picture dancing,896,1792
Is the person in the picture holding flowers,897,1793
"The person in the picture is arm in arm, but",897,1794
Is the person in the picture being affected,898,1795
Is the person in the picture apologizing,898,1796
Are the people in the picture happy,899,1797
Are the people in the picture communicating,899,1798
Is the room in the picture a mess,900,1799
Is it very clean in the picture,900,1800
Is the person in the picture angry,901,1801
Isn't there a clock in the picture,901,1802
Are the people in the picture enjoying it,902,1803
Is the person in the picture sleeping,902,1804
Is the person in the picture blaming themselves,903,1805
Is the person in the picture laughing,903,1806
Is the person in the picture writing,904,1807
Is the person in the picture learning,904,1808
Is the person in the picture with their eyes closed,905,1809
Is the person in the picture sleeping,905,1810
Is the person in the picture having a picnic,906,1811
Isn't the person in the picture in the yard,906,1812
Is the person in the picture silent,907,1813
Is the person in the picture in the office,907,1814
Is the person in the picture in front of the mirror,908,1815
Is the person in the picture silent,908,1816
Is the person in the picture in the fitting room,909,1817
The person in the picture is buying clothes,909,1818
Is the person in the picture awkward,910,1819
Isn't the person in the picture under the spotlight,910,1820
Is the person in the picture in outer space,911,1821
Is the person in the picture on Earth,911,1822
Are the people in the picture communicating,912,1823
Is the person in the picture fishing,912,1824
Is the person in the picture wiping tears,913,1825
Is the person in the picture laughing,913,1826
Is the person in the picture facing each other,914,1827
Is the person in the picture a good friend,914,1828
Is the person in the picture angry,915,1829
The person in the picture is not in the game through the window,915,1830
Is the person in the picture in the park,916,1831
Is there love in the picture,916,1832
Isn't the person in the picture surprised at all,917,1833
Isn't the person in the picture in the supermarket,917,1834
Is the person in the picture wearing a suit,918,1835
Isn't the person in the picture surprised at all,918,1836
Is the person in the picture consuming in the club,919,1837
Is the person in the picture a husband,919,1838
Is the person in the picture in the clubhouse,920,1839
Is the person in the picture consuming in the club,920,1840
Is the person in the picture very angry,921,1841
Isn't the person in the picture a journalist,921,1842
Do the people in the picture have flowers in their hands,922,1843
Are the people in the picture very happy,922,1844
Is the person in the picture giving a speech,923,1845
Is there nothing in the person's hand in the picture,923,1846
Is the person in the picture angry,924,1847
Is the person in the picture an employee,924,1848
Is the person in the picture using a microphone,925,1849
Is the person in the picture mourning,925,1850
Is the person in the picture wearing lipstick on the way,926,1851
Is the person in the picture a woman,926,1852
Is there love in the picture,927,1853
Is there love in the picture,927,1854
Is the person in the picture on the Rostra,928,1855
Is there no red cloth in the picture,928,1856
Are the people in the picture very happy,929,1857
Is the person in the picture sleeping,929,1858
Is the person in the picture refuting others,930,1859
Are the people in the picture making trouble for no reason,930,1860
Is the person in the picture a partner,931,1861
Is the person in the picture an employee,931,1862
Is the person in the picture on the seat,932,1863
Is the person in the picture an employee,932,1864
Is the person in the picture scolding and cursing,933,1865
Is the person in the picture under the seat,933,1866
Is the person in the picture reporting work,934,1867
Is the person in the picture being affected,934,1868
Is the person in the picture using a loudspeaker,935,1869
Is the person in the picture giving a speech,935,1870
Is the person in the picture giving a speech,936,1871
Is the person in the picture going crazy,936,1872
Is the person in the picture at night,937,1873
Is the person in the picture a hacker,937,1874
Is the suit in the picture rotten,938,1875
Isn't the person in the picture in the fitting room,938,1876
Is the person in the picture angry,939,1877
Is the person in the picture wearing casual clothes,939,1878
Is the person in the picture speechless,940,1879
Is the person in the picture talking,940,1880
Is the person in the picture surprised,941,1881
Is the person in the picture wearing casual clothes,941,1882
Is the person in the picture the boss,942,1883
Is the person in the picture very warm,942,1884
Is the person in the picture the boss,943,1885
Is the person in the picture talking,943,1886
Is the person in the picture wearing a suit,944,1887
Is the person in the picture an employee,944,1888
Is the person in the picture running,945,1889
Is it night in the picture,945,1890
Is the person in the picture complaining,946,1891
The person in the picture is not at the bedroom door,946,1892
Is the person in the picture in the cinema,947,1893
Are the people in the picture very happy,947,1894
Is the person in the picture making a phone call,948,1895
Isn't the person in the picture in prison,948,1896
Is there a person in the picture,949,1897
Do you have eyes on the picture,949,1898
Is the person in the picture abnormal,950,1899
Is this a normal person in the picture,950,1900
Is the criminal in the picture,951,1901
Isn't the person in the picture in prison,951,1902
Is there a police officer in the picture,952,1903
Isn't it in the picture from the airport bureau,952,1904
Is the person in the picture thinking,953,1905
Didn't the person in the picture take a pen,953,1906
Do you have glasses in the picture,954,1907
Isn't there a microwave in the picture,954,1908
Is there a thief in the picture,955,1909
Is it daytime in the picture,955,1910
Is there a TV in the picture,956,1911
Is the criminal in the picture,956,1912
Is the person in the picture dancing hot,957,1913
Is the person in the picture a woman,957,1914
Is the person in the picture a woman,958,1915
Is the person in the picture indoors,958,1916
Is the person in the picture a man,959,1917
Is the person in the picture a police officer,959,1918
Are the people in the picture very happy,960,1919
Isn't the person in the picture on TV,960,1920
Is the person in the picture playing handsome,961,1921
Is the person in the picture a woman,961,1922
Is the person in the picture indoors,962,1923
Are the people in the picture happy,962,1924
Are there two people in the picture,963,1925
Is the person in the picture indoors,963,1926
Is the wall in the picture pink,964,1927
Is it a woman in the picture,964,1928
Is there anyone in the picture being affected,965,1929
Is it a sunny day in the picture,965,1930
Is there anyone in the picture,966,1931
Is the person in the picture a teacher,966,1932
There are many people in the picture,967,1933
Is it daytime in the picture,967,1934
Is the person in the picture surprised,968,1935
Is it evening in the picture,968,1936
Is it daytime in the picture,969,1937
Is the person in the picture the CEO,969,1938
Is the person in the picture a scientist,970,1939
Is the person in the picture very sad,970,1940
Is there a person in the picture,971,1941
Is the person in the picture a scientist,971,1942
Is the person in the picture indoors,972,1943
Is the picture at night,972,1944
Is the person in the picture indoors,973,1945
Are there many people in the picture,973,1946
Is the person in the picture outdoors,974,1947
Is the person in the picture very angry,974,1948
Are the people in the picture very happy,975,1949
Is the person in the picture indoors,975,1950
Are there two people in the picture,976,1951
Are there two people in the picture who have love,976,1952
Is the person in the picture angry,977,1953
Is the person in the picture a police officer,977,1954
Isn't it on the bed in the picture,978,1955
Is the person in the picture outdoors,978,1956
Is the person in the picture very angry,979,1957
Isn't it on the bed in the picture,979,1958
There are many people in the picture,980,1959
Is there love in the picture,980,1960
Is the person in the picture very sad,981,1961
Is it indoors in the picture,981,1962
Is the person in the picture a police officer,982,1963
Are there many people in the picture,982,1964
Is the person in the picture angry,983,1965
Is the person in the picture a police officer,983,1966
Are the people in the picture happy,984,1967
Is it daytime in the picture,984,1968
Is the person in the picture with their hands folded together,985,1969
Are there two individuals in the image?,985,1970
Is the person in the picture on TV,986,1971
"The individual in the photo is outside sources,",986,1972
Do you see numerous individuals in the image?,987,1973
Isn't it a family in the picture,987,1974
Does anyone appear in the photo?,988,1975
Is the subject in the photo outside?,988,1976
Does anyone appear in the photo?,989,1977
Is the person in the picture eating,989,1978
Is there a second person in the image?,990,1979
Do the people in the photo appear to be joyful?,990,1980
